st_abbv,nicarid,rtnum,cnty,place,feature,strcture,location,latmap,longmap,year,laneson,lanesun,avdayno,yravg,strcstat,onserve,undserve,inspdate,brdgimno,rdimpno,totcstno,impcstyr,futdlyno,futyear,stat,suffrtno
LA,2260357019403009111,00082,113,00000,LONG DITCH,LA0082,14.72 MI SOUTH OF INT 314,29.68,-92.6,1958,02,00,980,2014,A,1,5,0614,,,,,1234,2035,0,60.5
LA,2260357019403043211,00082,113,00000,MIDDLE CANAL,LA0082,11.31 MI SOUTH OF INT 314,29.67,-92.55,1958,02,00,980,2014,A,1,5,0514,,,,,1234,2035,0,72.7
LA,2260357019403054211,00082,113,00000,MILLER CANAL,LA0082,10.21 MI SOUTH OF INT 314,29.65,-92.53,1958,02,00,980,2014,A,1,5,0514,,,,,1234,2035,0,72.7
LA,2260357019403062111,00082,113,00000,EAST RELEIF,LA0082,9.42 MI SOUTH OF INT 3147,29.65,-92.52,1958,02,00,980,2014,A,1,5,0514,,,,,1234,2035,0,72.7
LA,2260357020701066711,00082,113,00000,OLD ICC L PRAIRE,LA0082,6.67 MI NORTH OF LA 3147,29.74,-92.32,1965,02,00,1130,2014,P,1,5,0514,,,,,1423,2035,0,40.7
LA,2260357020701067711,00082,113,00000,DRAINAGE CANAL,LA0082,6.77 MI NORTH OF LA 3147,29.74,-92.32,1952,02,00,1130,2014,A,1,5,0614,,,,,1423,2035,0,64.7
LA,2260357021201029811,00091,113,00000,SPENCER CANAL,LA0091,1.0 MI SOUTH OF LA 3143,29.96,-92.51,1970,02,00,350,2014,A,5,5,0315,,,,,441,2035,0,71.9
LA,2260357021201045011,00091,113,00000,CREEK,LA0091,.5 MI NORTH OF LA 3143,29.98,-92.5,1950,02,00,350,2014,A,1,5,0614,,,,,441,2035,N,54.1
LA,2260357021501020311,00082,113,00000,CREEK,LA0082,2.03 MI WEST OF LA 35,29.84,-92.25,1957,02,00,1350,2014,A,1,5,0514,,,,,1701,2035,0,74.3
LA,2260357021501032211,00082,113,00000,CANAL,LA0082,3.22 MI WEST OF LA 35,29.85,-92.24,1957,02,00,1350,2014,A,1,5,0514,,,,,1701,2035,0,71.7
LA,2260357021501043511,00082,113,00000,SEVENTH WARD CANAL,LA0082,4.35 MI WEST OF LA 35,29.84,-92.22,1957,02,00,1350,2014,A,1,5,0514,,,,,1701,2035,0,59.5
LA,2260357021501059211,00082,113,00000,HERBERT CANAL,LA0082,5.92 MI WEST OF LA 35,29.83,-92.2,1957,02,00,1350,2014,A,1,5,0514,,,,,1701,2035,0,69
LA,2260357021601006511,00339,113,00000,CREEK,LA0339,.65 MI NORTH OF LA 14,29.95,-92.02,1950,02,00,4500,2014,P,1,5,0614,,,,,5670,2035,N,48.9
LA,2260357039302012411,00343,113,00000,COULEE GRANGES,LA0343,1.24 MI NORTH OF LA 699,30.1,-92.18,1967,02,00,3500,2014,A,1,5,0215,,,,,4410,2035,N,51.8
LA,2260357039302032411,00343,113,00000,CREEK,LA0343,1.3 MI NORTH OF LA 92,30.13,-92.18,1936,02,00,3500,2014,A,1,5,0613,,,,,4410,2035,N,53.1
LA,2260357039501036511,00035,113,00000,B GRAND MARAIS,LA0035,0.3 MI NORTH OF LA 699,30.08,-92.27,1976,02,00,4900,2014,A,1,5,0613,,,,,6174,2035,0,93.5
LA,2260357039602000711,00335,113,00000,ROBINS CANAL,LA0335,.07 MI WEST OF LA 3093,29.95,-92.4,1967,02,00,300,2014,A,1,5,0514,,,,,378,2035,0,67.7
LA,2260357039602021111,00335,113,00000,SLEDGE CANAL,LA0335,2.11 MI WEST OF LA 3093,29.94,-92.37,1967,02,00,300,2014,A,1,5,0514,,,,,378,2035,0,64.2
LA,2260357039602051611,00335,113,00000,CREEK,LA0335,5.16 MI WEST OF LA 3093,29.94,-92.32,1953,02,00,300,2014,A,1,5,0614,,,,,378,2035,0,58.1
LA,2260357085733007811,00685,113,00000,BAYOU TIGRE,LA0685,.78 MI SOUTH OF LA 14,29.95,-92.03,1961,02,00,1360,2014,A,1,5,1114,,,,,1713,2035,0,70.3
LA,2260357085736008011,00688,113,00000,CANAL,LA0688,0.8 MI SOUTH OF LA 690,29.87,-92.05,1967,02,00,156,2014,P,1,5,1214,,,,,196,2035,0,64.7
LA,2260357085737005511,00331,113,00000,BAYOU TIGRE,LA0331,.55 MI SOUTH OF LA 14,29.95,-92.03,1977,02,00,1560,2014,A,1,5,1114,,,,,1965,2035,0,91.8
LA,2260357085763070711,00082,113,00000,CREEK,LA0082,03578576307071,30.04,-92.07,1963,02,00,3200,2014,A,1,5,0215,,,,,4032,2035,0,95.2
LA,2260357085765026011,03143,113,00000,WARREN CANAL,LA3143,2.6 MI WEST OF LA 91,29.98,-92.47,1966,02,00,103,2014,A,1,5,0215,,,,,129,2035,0,71.5
LA,2260357085766022611,03147,113,00000,PIPELINE CANAL,LA3147,9.60 MI SOUTH OF LA 82,29.55,-92.32,1982,02,00,460,2014,A,1,5,0315,,,,,579,2035,0,83.4
LA,2260357085766024711,03147,113,00000,AMOCO PIPELINE,LA3147,9.39 MI SOUTH OF LA 82,29.55,-92.32,1982,02,00,460,2014,A,1,5,0315,,,,,579,2035,0,83.4
LA,2260357085766027411,03147,113,00000,EXCH OIL & GAS CORP LINE,LA3147,9.12 MI SOUTH OF LA 82,29.56,-92.33,1982,02,00,460,2014,A,1,5,0315,,,,,579,2035,0,83.4
LA,2260357085766030411,03147,113,00000,OIL FIELD CANAL,LA3147,8.82 MI SOUTH OF LA 82,29.56,-92.33,1982,02,00,460,2014,A,1,5,0315,,,,,579,2035,0,81.4
LA,2260357085766057211,03147,113,00000,HUMBLE CANAL,LA3147,6.14 MI SOUTH OF LA 82,29.6,-92.34,2009,02,00,460,2014,A,1,5,1213,,,,,579,2035,0,79.4
LA,2260357085766080211,03147,113,00000,DRAINAGE CANAL,LA3147,3.84 MI SOUTH OF LA 82,29.63,-92.36,1982,02,00,460,2014,A,1,5,0315,,,,,579,2035,0,81.4
LA,2260357295939202911,00000,113,00000,DRAINAGE CANAL,LOCAL ROAD,P5729593920291,29.99,-92.05,1966,02,00,1703,1991,A,1,5,0913,,,,,2145,2035,0,79.5
LA,2260407000000402611,00004,013,46370,SALINE BAYOU RELIEF 1,LA0004,1.4 MI. EAST OF LA 9,32.25,-92.97,2010,02,00,580,2014,A,1,5,0414,,,,,986,2035,0,99.4
LA,2260407000000402621,00004,013,46370,SALINE BAYOU RELIEF 2,LA0004,1.46 MI EAST OF LA 9,32.25,-92.97,2010,02,00,580,2014,A,1,5,0414,,,,,986,2035,0,99.4
LA,2260407000000402701,00004,013,00000,MUDDY CREEK,LA0004,0.3 MI E OF LA 501,32.24,-92.88,2010,02,00,1710,2014,A,1,5,0314,,,,,2907,2035,0,96.4
LA,2260407000000402711,00004,013,00000,DRAIN,LA0004,0.2 MI E OF LA 501,32.24,-92.88,2010,02,00,1710,2014,A,1,5,0314,,,,,2907,2035,0,96.4
LA,2260407000000403111,00009,013,67880,OTTER CREEK,LA0009,0.85 MILES SOUTH OF JCT L,32.15,-92.97,2012,02,00,1450,2014,A,1,5,0414,,,,,2465,2035,0,95.8
LA,2260407000000403121,00009,013,02655,DRAIN,LA0009,1.17 MILES SOUTH OF JCT U,32.53,-92.93,2012,02,00,1670,2014,A,1,5,0414,,,,,2839,2035,0,96.7
LA,2260407000106019811,00080,013,00000,US 80 OVER I-20,US0080,.8 MI NORTH OF I-20,32.56,-93.16,1964,02,04,1490,2014,A,1,1,0414,,,,,2533,2035,0,73.8
LA,2260407000106027911,00080,013,00000,BEAR CREEK,US0080,1.0 MI SOUTH OF I-20,32.55,-93.16,1984,02,00,1490,2014,A,1,5,0513,,,,,2533,2035,0,97.8
LA,2260407000106058011,00080,013,00000,LEATHERMAN CREEK,US0080,4.0 MI SOUTH OF I-20,32.55,-93.11,1984,02,00,1490,2014,A,1,5,0513,,,,,2533,2035,0,96.8
LA,2260407000106066211,00080,013,00000,BRINSON CREEK,US0080,4.8 MI SOUTH OF I-20,32.55,-93.09,1984,02,00,1490,2014,A,1,5,0513,,,,,2533,2035,0,97.8
LA,2260407000106070411,00080,013,00000,BLACK LAKE CREEK,US0080,5.2 MI SOUTH OF I-20,32.55,-93.09,1984,02,00,1490,2014,A,1,5,0513,,,,,2533,2035,0,96.8
LA,2260407000106097711,00080,013,28835,SLOUGH BRIDGE,US0080,0.6 MI EAST OF LA 154,32.55,-93.04,1953,02,00,1520,2014,A,1,5,0414,,,,,2584,2035,0,57.4
LA,2260407008805005711,00154,013,00000,BLACK LAKE RELIEF,LA0154,.57 MI NORTH OF US 80,32.55,-93.05,1971,02,00,1560,2014,A,1,9,0414,,,,,2652,2035,0,96.3
LA,2260407004302049911,00147,013,00000,CHOCTAW CREEK,LA0147,2.5 MI NORTH OF LA 155,32.37,-92.81,1980,02,00,2700,2014,A,1,5,0513,,,,,4590,2035,0,92.5
LA,2260407004302080611,00147,013,00000,DRAIN,LA0147,5.6 MI NORTH OF LA 155,32.41,-92.83,1980,02,00,2700,2014,A,1,5,0314,,,,,4590,2035,0,88.8
LA,2260407004302099211,00147,013,00000,DRY CREEK,LA0147,0.4 MI NORTH OF LA 507,32.43,-92.85,1980,02,00,2700,2014,A,1,5,0314,,,,,4590,2035,0,88.8
LA,2260407004304009511,00147,013,00000,DRAIN,LA0147,2.6 MI WEST OF LA 9,32.52,-92.89,1980,02,00,2400,2014,A,1,5,0314,,,,,4080,2035,0,90.8
LA,2260407004304015711,00147,013,00000,SALINE BAYOU,LA0147,2.0 MI WEST OF LA 9,32.53,-92.9,1979,02,00,2400,2014,A,1,5,0513,,,,,4080,2035,0,95.2
LA,2260407004304026011,00147,013,02655,CREEK,LA0147,0.9 MI WEST OF LA 9,32.54,-92.91,1979,02,00,2400,2014,A,1,5,0314,,,,,4080,2035,0,89.7
LA,2260407004305016911,00009,013,00000,LA 9 OVER I-20 @ ARCADIA,LA0009,LA 9 OVER I-20,32.56,-92.94,1964,02,04,1470,2014,A,1,1,0414,,,,,2499,2035,0,84.8
LA,2260407004305028411,00009,013,00000,BLACK LAKE CREEK,LA0009,1.2 MI NORTH OF I-20,32.57,-92.95,1975,02,00,2900,2014,A,1,5,0513,,,,,4930,2035,0,89.5
LA,2260407006701067811,00004,013,00000,CARTER BRANCH,LA0004,6.78 MI NE JCT US 71,32.29,-93.34,1983,02,00,670,2014,A,1,5,0414,,,,,1139,2035,0,99.9
LA,2260407006701091811,00004,013,00000,GRAND BAYOU,LA0004,1.0 MI NORTH OF LA 790,32.3,-93.31,1977,02,00,670,2014,A,1,5,0414,,,,,1139,2035,0,87.8
LA,2260407006702070211,00004,013,00000,BLACK LAKE BAYOU,LA0004,6.3 MI EAST OF LA 154,32.26,-93.22,1982,02,00,1150,2014,A,1,5,0513,,,,,1955,2035,0,88.1
LA,2260407006702072011,00004,013,00000,BLACK LAKE BAYOU RELIEF,LA0004,6.7 MI EAST OF LA 154,32.26,-93.21,1982,02,00,1150,2014,A,1,9,0513,,,,,1955,2035,0,88.1
LA,2260407006702075511,00004,013,00000,SLOUGH BRIDGE,LA0004,7.0 MI EAST OF LA 154,32.26,-93.21,1982,02,00,1150,2014,A,1,5,0513,,,,,1955,2035,0,88.1
LA,2260407008802086211,00153,013,00000,CASTOR CR. RELIEF,LA0153,8.62 MI NORTH OF LA 155,32.25,-93.16,1974,02,00,1700,2014,A,1,9,0314,,,,,2890,2035,0,90
LA,2260407008803043611,00507,013,00000,KEPLER CREEK,LA0507,4.36 MI NORTH OF LA 4,32.31,-93.16,1961,02,00,580,2014,A,1,5,0414,,,,,986,2035,0,73.2
LA,2260407008804033211,00154,013,00000,BRANCH,LA0154,04070880403321,32.4,-93.13,1951,02,00,480,2014,A,1,5,0414,,,,,816,2035,0,77.8
LA,2260407008804066211,00154,013,00000,CREEK,LA0154,0.8 MI NORTH OF NORTH INT,32.43,-93.1,1972,02,00,480,2014,A,1,5,0414,,,,,816,2035,0,93.7
LA,2260407008804089311,00154,013,00000,BRUSHY CREEK,LA0154,3.1 MI NORTH OF NORTH INT,32.47,-93.09,1974,02,00,480,2014,A,1,5,0414,,,,,816,2035,0,93.6
LA,2260407008805006411,00154,013,00000,BLACK LAKE CREEK,LA0154,.64 MI NORTH OF US 80,32.55,-93.05,1971,02,00,1560,2014,A,1,5,0414,,,,,2652,2035,0,96.3
LA,2260407008805012411,00154,013,00000,LA 154 OVER I-20,LA0154,LA 154 OVER I-20,32.56,-93.05,1964,02,04,790,2014,A,1,1,0414,,,,,1343,2035,0,72.5
LA,2260407008903113411,00009,013,00000,SIX MILE CREEK,LA0009,1.6 MI NORTH OF LA 4,32.28,-92.99,1971,02,00,820,2014,A,1,5,0414,,,,,1394,2035,0,78
LA,2260407008904052311,00009,013,00000,BEAR CREEK,LA0009,5.23 MI NORTH OF LA 507,32.43,-92.98,1951,02,00,1560,2014,A,1,5,0414,,,,,2652,2035,0,78.4
LA,2260407008930000611,00517,013,10705,BEAR CREEK,LA0517,0.06 MI W JCT LA 9,32.45,-92.98,1983,02,00,860,2014,A,1,5,0414,,,,,1462,2035,0,94.7
LA,2260407009004068611,00154,013,00000,BLACK LAKE BAYOU,LA0154,3.15 MI EAST OF LA 792,32.36,-93.17,1979,02,00,500,2014,A,1,5,0513,,,,,850,2035,0,93.8
LA,2260407009004072011,00154,013,00000,BLACK LAKE SLOUGH,LA0154,3.5 MI EAST OF LA 792,32.36,-93.16,1979,02,00,500,2014,A,1,5,0513,,,,,850,2035,0,92.8
LA,2260407009004117811,00507,013,00000,KEPLER CREEK,LA0507,2.9 MI EAST OF LA 154,32.37,-93.09,1986,02,00,320,2014,A,1,5,0414,,,,,544,2035,0,92.7
LA,2260407009004175911,00507,013,00000,EDWARDS MILL CREEK,LA0507,1.0 MI W JCT LA 9,32.36,-93,1984,02,00,320,2014,A,1,5,0414,,,,,544,2035,0,86.8
LA,2260407009005131311,00155,013,00000,CANEY CREEK,LA0155,2.3 MI EAST OF LA 147,32.34,-92.79,1978,02,00,750,2014,A,1,5,0414,,,,,1275,2035,0,81.5
LA,2260407009302000111,00501,013,00000,DRAIN,LA0501,7.23 MI SOUTH OF LA 4,32.15,-92.84,1960,02,00,320,2014,A,1,5,0314,,,,,544,2035,0,72.7
LA,2260407028705007911,00793,013,00000,LEATHERMAN CREEK,LA0793,1.21 MI WEST OF LA 794,32.48,-93.14,1977,02,00,145,2014,A,1,5,0414,,,,,246,2035,0,99.8
LA,2260407028705010711,00793,013,00000,SLOUGH,LA0793,.93 MI WEST OF LA 794,32.48,-93.14,1977,02,00,145,2014,A,1,5,0414,,,,,246,2035,0,99.8
LA,2260407029302018011,00792,013,00000,DRAIN,LA0792,1.8 MI NORTH OF LA 154,32.37,-93.21,1967,02,00,450,2014,A,1,5,0414,,,,,765,2035,N,65.7
LA,2260407080701035211,00790,013,00000,GRAND BAYOU,LA0790,0.5 MI WEST OF US 371,32.27,-93.28,1983,02,00,240,2014,A,1,5,0513,,,,,408,2035,0,97.9
LA,2260408000000402791,00537,015,60670,STILLHOUSE BAYOU,LA0537,2.7 MI NORTH OF LA 2,32.92,-93.8,2011,02,00,166,2014,A,1,5,1114,,,,,99,2035,0,91.7
LA,2260408000000403101,00160,015,00000,CANEY CREEK,LA0160,3.85 MI WEST OF JCT US 37,32.82,-93.49,2012,02,00,790,2014,A,1,5,1114,,,,,474,2035,0,98.7
LA,2260408000000403391,00157,015,00000,MARTIN CREEK,LA0157,5.9 MI WEST OF US 371,32.99,-93.56,2013,02,00,1240,2014,A,1,5,1113,,,,,744,2035,0,93.8
LA,2260408000003004621,00000,015,06925,TRIB TO DOACAU BAYOU,LOCAL ROAD,4.5 MI W OF LA 157,32.67,-93.62,2013,02,00,220,2015,A,1,5,1214,,,,,132,2035,0,77.2
LA,2260408001006148671,00020,015,08920,I-20/KCS RR,I0020,INT OF US 71 AND I-20,32.51,-93.72,1966,01,01,1540,2014,A,1,4,1114,,,,,924,2035,0,90.6
LA,2260408008203055911,00157,015,00000,LA 157 OVER I-20,LA0157,LA 157 OVER I-20,32.55,-93.51,1975,02,04,6000,2014,A,6,1,1113,,,,,3600,2035,0,72
LA,2260408008203062511,00157,015,00000,CREEK,LA0157,04080820306251,32.56,-93.51,1979,02,00,6000,2014,A,1,5,1114,,,,,3600,2035,0,96.6
LA,2260408008401039911,00157,015,00000,CYPRESS BAYOU,LA0157,3.99 MI NORTH OF LA 2,32.95,-93.66,1986,02,00,1240,2014,A,1,5,1114,,,,,744,2035,0,82.6
LA,2260408008503031411,00160,015,00000,CYPRESS BAYOU REL,LA0160,.1 MI EAST OF LA 3,32.79,-93.71,1969,02,00,650,2014,A,1,9,1114,,,,,390,2035,0,78.1
LA,2260408012201028111,00164,015,00000,CLARKE BAYOU,LA0164,.29 MI EAST OF LA 614,32.53,-93.47,1943,02,00,1700,2014,P,1,5,1114,,,,,1020,2035,0,54
LA,2260408012201033011,00164,015,00000,CANEY BRANCH,LA0164,.78 MI EAST OF LA 614,32.53,-93.46,1943,02,00,1700,2014,P,1,5,1114,,,,,1020,2035,0,55.1
LA,2260408012230013311,00614,015,00000,LA 614 OVER I-20,LA0614,LA 614 OVER I-20,32.54,-93.54,1975,02,04,3600,2014,A,1,1,1213,,,,,2160,2035,0,79
LA,2260408012230030411,00614,015,33420,FOXSKIN BAYOU,LA0614,0.2 MI EAST OF LA 157,32.53,-93.51,1982,02,00,4800,2014,A,1,5,1114,,,,,2880,2035,0,95.3
LA,2260408028601014211,00157,015,00000,BOUNDS BRANCH,LA0157,04082860101421,32.83,-93.63,1962,02,00,550,2014,A,1,5,1114,,,,,330,2035,0,95.8
LA,2260408028601026511,00157,015,00000,FLAT BRANCH,LA0157,2.65 MI NORTH OF LA 160,32.84,-93.64,1962,02,00,550,2014,A,1,5,1114,,,,,330,2035,0,72.7
LA,2260408028601031611,00157,015,00000,CYPRESS BAYOU RLF,LA0157,3.16 MI NORTH OF LA 160,32.85,-93.65,1962,02,00,550,2014,A,1,9,1114,,,,,330,2035,0,72.7
LA,2260408045102000011,00020,015,08920,RED RIVER,I0020,.01 MI EAST LA 1,32.51,-93.74,1965,06,00,140400,2014,A,1,5,0813,,,,,84240,2035,0,82.2
LA,2260408045102008021,00020,015,08920,HAMILTON MILLS ROAD,I0020,.80 MI EAST LA 1,32.51,-93.73,1966,03,04,54660,2014,A,6,1,1114,,,,,32796,2035,0,88.2
LA,2260408045102014261,00020,015,08920,US71,I0020,RAMPS FOR US 71,32.51,-93.72,1966,02,01,9110,2014,A,1,1,1114,,,,,5466,2035,0,75
LA,2260408045102042361,00020,015,08920,MACKS BAYOU,I0020,I-20 RAMPS TO LA 782-2,32.53,-93.68,1967,01,00,5890,2014,A,1,5,1114,,,,,3534,2035,0,91
LA,2260408045102042371,00020,015,08920,MACKS BAYOU,I0020,I-20 RAMPS TO LA 782-2,32.53,-93.68,2007,01,00,5890,2014,A,1,5,1114,,,,,3534,2035,0,98
LA,2260408045102063711,00020,015,08920,FLAT RIVER,I0020,2.1 MI EAST OF LA 782-2,32.54,-93.64,1973,02,00,32220,2014,A,1,5,1113,,,,,19332,2035,0,75
LA,2260408045102063721,00020,015,08920,FLAT RIVER,I0020,2.1 MI EAST OF LA 782-2,32.54,-93.64,1973,03,00,32220,2014,A,1,5,1113,,,,,19332,2035,0,74
LA,2260408045102075811,00020,015,08920,RED CHUTE BAYOU,I0020,3.3 MI EAST OF LA 782-2,32.54,-93.62,1973,03,00,32220,2014,A,1,5,1213,,,,,19332,2035,0,74
LA,2260408045102075821,00020,015,08920,RED CHUTE BAYOU,I0020,3.3 MI EAST OF LA 782-2,32.54,-93.62,1973,03,00,32220,2014,A,1,5,1213,,,,,19332,2035,0,74
LA,2260408045102097611,00020,015,08920,F1F1 BAYOU,I0020,5.5 MI EAST OF LA 782-2,32.54,-93.58,1975,02,00,32220,2014,A,1,5,1213,,,,,19332,2035,0,86.1
LA,2260408045102097621,00020,015,08920,F1F1 BAYOU,I0020,5.5 MI EAST OF LA 782-2,32.54,-93.58,1975,02,00,32220,2014,A,1,5,1213,,,,,19332,2035,0,86.1
LA,2260408045102160811,00020,015,00000,CLARKE BAYOU,I0020,0.5 MI EAST OF US 80,32.57,-93.49,1975,02,00,32700,2014,A,1,5,1213,,,,,19620,2035,0,89.7
LA,2260408045102160821,00020,015,00000,CLARKE BAYOU,I0020,0.5 MI EAST OF US 80,32.57,-93.49,1975,02,00,32700,2014,A,1,5,1213,,,,,19620,2035,0,94.9
LA,2260408045131023121,00220,015,70000,VIKING-DRIVE,I0220,2.31 MI EAST OF LA 3049,32.56,-93.73,1978,02,02,20400,2014,A,1,1,1213,,,,,12240,2035,0,96.1
LA,2260408045131025111,00220,015,70000,ST.LOUIS-S.W.R.R.,I0220,2.51 MI EAST OF LA 3049,32.56,-93.72,1978,02,00,20400,2014,A,1,2,1213,,,,,12240,2035,0,96.1
LA,2260408045131025121,00220,015,70000,ST.LOUIS-S.W.R.R.,I0220,2.51 MI EAST OF LA 3049,32.56,-93.72,1978,03,00,20400,2014,A,1,2,1213,,,,,12240,2035,0,89.9
LA,2260408045131027911,00220,015,70000,BENTON-ROAD/LA 3,I0220,I-220 OVER LA 3,32.56,-93.72,1978,02,04,20400,2014,A,6,1,1213,,,,,12240,2035,0,96.1
LA,2260408045131027921,00220,015,70000,BENTON-ROAD/LA 3,I0220,I-220 OVER LA 3,32.56,-93.72,1978,02,04,20400,2014,A,6,1,1213,,,,,12240,2035,0,96.1
LA,2260408045131037411,00220,015,08920,AIRLINE-DRIVE/LA 3105,I0220,I-220 OVER LA 3105,32.56,-93.7,1978,02,04,20400,2014,A,1,1,1213,,,,,12240,2035,0,96.1
LA,2260408045131037421,00220,015,08920,AIRLINE-DRIVE/LA 3105,I0220,I-220 OVER LA 3105,32.56,-93.7,1978,02,04,20400,2014,A,1,1,1213,,,,,12240,2035,0,96.1
LA,2260408045131056111,00220,015,70000,SWAN LAKE ROAD,I0220,1.9 MI EAST OF LA 3105,32.56,-93.67,1978,02,02,20520,2014,A,1,1,1213,,,,,12312,2035,0,98
LA,2260408045131056121,00220,015,70000,SWAN LAKE ROAD,I0220,1.9 MI EAST OF LA 3105,32.56,-93.67,1978,02,02,20520,2014,A,1,1,1213,,,,,12312,2035,0,98
LA,2260408045131063711,00220,015,08920,MACK'S BAYOU,I0220,2.6 MI EAST OF LA 3105,32.56,-93.66,1978,02,00,17460,2014,A,1,5,1213,,,,,10476,2035,0,96.4
LA,2260408045131063721,00220,015,08920,MACK'S BAYOU,I0220,2.6 MI EAST OF LA 3105,32.56,-93.66,1978,02,00,17460,2014,A,1,5,1213,,,,,10476,2035,0,96.4
LA,2260408045131079411,00220,015,08920,KCS RR,I0220,4.2 MI EAST OF LA 3105,32.55,-93.63,1978,02,00,17460,2014,A,1,2,1213,,,,,10476,2035,0,89
LA,2260408045131079421,00220,015,08920,KCS RR,I0220,4.2 MI EAST OF LA 3105,32.55,-93.63,1978,02,00,17460,2014,A,1,2,1213,,,,,10476,2035,0,89
LA,2260408045131087211,00220,015,08920,US 79 & 80,I0220,I-220 OVER US 80,32.54,-93.63,1979,02,04,16920,2014,A,6,1,1213,,,,,10152,2035,0,80
LA,2260408045131087221,00220,015,08920,US 79 & 80,I0220,I-220 OVER US 80,32.54,-93.63,1979,03,04,16920,2014,A,6,1,1213,,,,,10152,2035,0,79
LA,2260408080801004311,00529,015,00000,PHILLIPS CREEK,LA0529,.43 MI NORTH OF LA 160,32.82,-93.52,1973,02,00,510,2014,A,1,5,1213,,,,,306,2035,0,97.8
LA,2260408080801022011,00529,015,00000,CANEY CREEK,LA0529,2.2 MI NORTH OF LA 160,32.85,-93.52,1978,02,00,510,2014,A,1,5,1114,,,,,306,2035,0,98.7
LA,2260408323369342411,00000,015,08920,BENOIT BAYOU,LOCAL ROAD,00.17 MILES EAST OF LA 31,32.56,-93.71,2007,02,00,1000,2007,A,1,5,1214,,,,,600,2035,0,96.9
LA,2260409000000147911,00000,017,00000,STATE LINE CREEK,LOCAL ROAD,1.29 MI. EAST OF TEXAS ST,32.97,-94.02,1982,02,00,300,2008,A,1,5,0315,,,,,354,2035,0,92.9
LA,2260409000000402731,00220,017,70000,MCCAIN CREEK,I0220,0.83 MI SW OF US 71,32.54,-93.79,2010,04,00,30900,2014,A,1,5,0214,,,,,36462,2035,0,67
LA,2260409000000402741,00168,017,65710,LA 168 OVER I-49,LA0168,1.11 MILES W. OF US 71,33,-93.91,2010,04,04,440,2014,A,1,1,0314,,,,,519,2035,0,99
LA,2260409000000402781,00511,017,70000,CREEK,LA0511,0.7 MILES EAST OF LA 526,32.44,-93.89,2011,05,00,10500,2014,A,1,5,0215,,,,,12390,2035,0,80.2
LA,2260409000000402861,00523,017,70000,SAND BEACH BAYOU,LA0523,0.8 MI W OF JCT LA 1,32.4,-93.71,2011,04,00,8900,2014,A,1,5,0215,,,,,10502,2035,0,95.8
LA,2260409000000403051,00071,017,00000,DOE SLOUGH CANAL,US0071,1.07 MI SOUTH OF LA 173,32.67,-93.84,2012,02,00,7900,2014,A,1,5,0114,,,,,9322,2035,0,90.2
LA,2260409000000403321,00016,017,00000,SODA LAKE CANAL,LA00169,3.3 MI. E. OF LA 1,32.7,-93.91,2013,02,00,380,2014,A,1,5,0115,,,,,448,2035,0,99.7
LA,2260409000000403411,00538,017,07730,LA 538 OVER I-49,LA0538,1.81 MI WEST OF US 71,32.6,-93.83,2013,02,06,1350,2014,A,1,1,0414,,,,,1593,2035,0,96.1
LA,2260409000000403421,00000,017,07730,ALBANY RD OVER I-49,LOC ROAD,1.45 MI N OF LA 538,32.62,-93.84,2013,02,04,550,2009,A,1,1,0414,,,,,649,2035,0,84.6
LA,2260409000000403431,00049,017,05945,TWELVE MILE BAYOU,I0049,2.11 MI NORTH OF LA 1,32.62,-93.84,2013,02,00,22300,1929,A,1,5,0414,,,,,26314,2035,0,85
LA,2260409000000403461,00049,017,05945,TWELVE MILE BAYOU,I0049,2.11 MI N OF LA 1,32.62,-93.84,2013,02,00,22300,1929,A,1,5,0414,,,,,26314,2035,0,85
LA,2260409000000403481,00049,017,07730,LA 173,I0049,OVER LA 173,32.67,-93.85,2013,02,04,9900,2009,A,6,1,0414,,,,,11682,2035,0,100
LA,2260409000000403491,00049,017,07730,LA 173,I0049,I-49 OVER LA173,32.67,-93.85,2013,02,04,9900,2009,A,1,1,0414,,,,,11682,2035,0,87.5
LA,2260409000000403501,00049,017,00000,BLACK BAYOU,I0049,1.28 M. N. OF LA 530,32.79,-93.89,2013,02,00,10100,2007,A,1,5,0514,,,,,11918,2035,0,97.1
LA,2260409000000403511,00049,017,00000,BLACK BAYOU,I0049,1.28 M. N. OF LA 530,32.79,-93.89,2013,02,00,10100,2007,A,1,5,0514,,,,,11918,2035,0,97.1
LA,2260409000000403541,00049,017,00000,EAGLE CHUTE,I0049,0.71 M. N. OF LA 170,32.82,-93.88,2013,02,00,8483,2010,A,1,5,0514,,,,,10009,2035,0,97.2
LA,2260409000000403551,00049,017,00000,EAGLE CHUTE,I0049,0.71 M. N. OF LA 170,32.82,-93.88,2013,02,00,8483,2010,A,1,5,0514,,,,,10009,2035,0,97.2
LA,2260409000000403581,00049,017,00000,UNKNOWN CREEK,I0049,0.93 M. N. OF LA 170,32.83,-93.88,2013,02,00,8483,2010,A,1,5,0314,,,,,10009,2035,0,97.2
LA,2260409000000403591,00049,017,00000,UNKNOWN CREEK,I0049,0.93 M. N. OF LA 170,32.83,-93.88,2013,02,00,8483,2010,A,1,5,0314,,,,,10009,2035,0,97.2
LA,2260409000000403601,00049,017,00000,UNKNOWN POND,10049,1.21 M. N. OF LA 170,32.83,-93.88,2013,02,00,8483,2010,A,1,5,0314,,,,,10009,2035,0,97.2
